topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,issue_id
0.0003984063745021217,0.4143928547282232,0.0003984063745021217,0.0003984063745021217,0.0003984063745021217,0.0003984063745021217,0.0003984063745021217,0.5824198942757598,0.0003984063745021217,0.0003984063745021217,MAPREDUCE-5548
0.5132713841925853,0.2912418677713762,3.648303538855509e-05,0.1952313667883185,3.648303538855509e-05,3.648303538855509e-05,3.648303538855509e-05,3.648303538855509e-05,3.648303538855509e-05,3.648303538855509e-05,MAPREDUCE-5494
0.00030211480362544665,0.00030211480362544665,0.00030211480362544665,0.00030211480362544665,0.519093370169395,0.00030211480362544665,0.00030211480362544665,0.00030211480362544665,0.47848971140160146,0.00030211480362544665,MAPREDUCE-5370
0.2801162187443467,0.00010193679918454583,0.00010193679918454583,0.00010193679918454583,0.00010193679918454583,0.2896129565679807,0.00010193679918454583,0.00010193679918454583,0.4295572670933807,0.00010193679918454583,MAPREDUCE-5507
0.0012345679012348693,0.0012345679012348693,0.0012345679012348693,0.0012345679012348693,0.0012345679012348693,0.0012345679012348693,0.0012345679012348693,0.2314248894494938,0.7586985673406274,0.0012345679012348693,MAPREDUCE-5467
0.0001996007984032336,0.0001996007984032336,0.0001996007984032336,0.0001996007984032336,0.3332188136012999,0.0001996007984032336,0.0001996007984032336,0.0001996007984032336,0.22283126321744667,0.44255271759243087,MAPREDUCE-5449
0.0019607843137260115,0.0019607843137260115,0.0019607843137260115,0.0019607843137260115,0.21587365496044914,0.768440070529743,0.0019607843137260115,0.0019607843137260115,0.0019607843137260115,0.0019607843137260115,MAPREDUCE-5416
0.0003690036900370042,0.0003690036900370042,0.0003690036900370042,0.0003690036900370042,0.0003690036900370042,0.0003690036900370042,0.29548373080566726,0.0003690036900370042,0.7015642396740367,0.0003690036900370042,MAPREDUCE-5408
4.627487274411311e-05,4.627487274411311e-05,4.627487274411311e-05,4.627487274411311e-05,4.627487274411311e-05,0.5597730023002544,0.13905771400183606,4.627487274411311e-05,0.3008453595887006,4.627487274411311e-05,MAPREDUCE-5402
0.39019503134352584,0.00035587188612108884,0.00035587188612108884,0.00035587188612108884,0.28557796882694025,0.00035587188612108884,0.00035587188612108884,0.06930076778214415,0.25279100073066313,0.00035587188612108884,MAPREDUCE-5394
0.3705287841506768,0.0002493765586035529,0.0002493765586035529,0.0002493765586035529,0.2565088319558126,0.0002493765586035529,0.0002493765586035529,0.12599294911718997,0.2454731754246994,0.0002493765586035529,MAPREDUCE-5381
